Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Precious Achiuwa,PF,21,MIA,58,3,11.9,1.9,3.6,0.538,0,0,,1.9,3.6,0.538,0.538,0.9,1.8,0.515,1.2,2.2,3.4,0.5,0.3,0.5,0.7,1.5,4.8
2,Jaylen Adams,PG,24,MIL,7,0,2.6,0.1,1.1,0.125,0,0.3,0,0.1,0.9,0.167,0.125,0,0,,0,0.4,0.4,0.3,0,0,0,0.1,0.3
3,Steven Adams,C,27,NOP,58,58,27.7,3.3,5.3,0.614,0,0.1,0,3.3,5.3,0.62,0.614,1,2.3,0.444,3.7,5.2,8.9,1.9,0.9,0.7,1.3,1.9,7.6
4,Bam Adebayo,C,23,MIA,62,62,33.5,7.2,12.5,0.572,0,0.1,0.25,7.1,12.4,0.575,0.573,4.5,5.7,0.799,2.2,6.7,8.9,5.3,1.2,1,2.7,2.3,18.9
5,LaMarcus Aldridge,C,35,TOT,26,23,25.9,5.4,11.4,0.473,1.2,3.1,0.388,4.2,8.3,0.505,0.525,1.6,1.8,0.872,0.7,3.8,4.5,1.9,0.4,1.1,1,1.8,13.5
5,LaMarcus Aldridge,C,35,SAS,21,18,25.9,5.5,11.8,0.464,1.3,3.6,0.36,4.2,8.2,0.509,0.518,1.5,1.8,0.838,0.8,3.7,4.5,1.7,0.4,0.9,1,1.7,13.7
5,LaMarcus Aldridge,C,35,BRK,5,5,26,5,9.6,0.521,0.8,1,0.8,4.2,8.6,0.488,0.563,2,2,1,0.4,4.4,4.8,2.6,0.6,2.2,1.4,2.2,12.8
6,Ty-Shon Alexander,SG,22,PHO,14,0,3,0.1,0.8,0.182,0.1,0.6,0.125,0.1,0.2,0.333,0.227,0.1,0.1,0.5,0.1,0.4,0.5,0.3,0,0.1,0.1,0.1,0.4
7,Nickeil Alexander-Walker,SG,22,NOP,44,11,21.1,4,9.5,0.42,1.6,4.6,0.345,2.4,4.9,0.491,0.504,1,1.3,0.737,0.3,2.8,3.1,2.1,1,0.5,1.4,1.9,10.5
8,Grayson Allen,SG,25,MEM,50,38,25.2,3.5,8.3,0.418,2.1,5.5,0.391,1.3,2.8,0.471,0.547,1.6,1.8,0.868,0.4,2.8,3.2,2.2,0.9,0.2,1,1.4,10.6
9,Jarrett Allen,C,22,TOT,61,43,29.5,4.7,7.6,0.624,0.1,0.3,0.353,4.6,7.3,0.635,0.631,3.2,4.5,0.704,3.1,6.8,9.9,1.7,0.5,1.4,1.6,1.5,12.8
9,Jarrett Allen,C,22,BRK,12,5,26.7,3.7,5.4,0.677,0,0,,3.7,5.4,0.677,0.677,3.8,5.1,0.754,3.2,7.3,10.4,1.7,0.6,1.6,1.8,1.8,11.2
9,Jarrett Allen,C,22,CLE,49,38,30.2,5,8.1,0.616,0.1,0.3,0.353,4.9,7.8,0.627,0.623,3,4.4,0.69,3.1,6.7,9.8,1.7,0.5,1.4,1.6,1.5,13.2
10,Al-Farouq Aminu,PF,30,TOT,23,14,18.9,1.7,4.3,0.384,0.3,1.6,0.216,1.3,2.7,0.484,0.424,0.8,1,0.818,1,3.8,4.8,1.3,0.8,0.4,1.2,1.3,4.4
10,Al-Farouq Aminu,PF,30,ORL,17,14,21.6,2.1,5.2,0.404,0.4,1.8,0.226,1.7,3.4,0.5,0.444,0.8,1,0.824,1.2,4.2,5.4,1.7,1,0.5,1.5,1.3,5.5
10,Al-Farouq Aminu,PF,30,CHI,6,0,11.2,0.3,1.7,0.2,0.2,1,0.167,0.2,0.7,0.25,0.25,0.7,0.8,0.8,0.3,2.8,3.2,0.3,0.3,0,0.5,1.2,1.5
11,Kyle Anderson,PF,27,MEM,67,67,27.3,4.5,9.6,0.465,1.4,3.8,0.357,3.1,5.8,0.536,0.536,2.1,2.7,0.779,0.8,5,5.8,3.5,1.2,0.8,1.2,1.7,12.4
12,Giannis Antetokounmpo,PF,26,MIL,59,59,32.9,10.3,18.1,0.566,1.1,3.7,0.3,9.2,14.5,0.634,0.597,6.5,9.5,0.689,1.6,9.4,11,5.9,1.2,1.2,3.5,2.8,28.2
13,Kostas Antetokounmpo,PF,23,LAL,15,0,3.7,0.2,0.7,0.3,0,0,,0.2,0.7,0.3,0.3,0.4,0.9,0.462,0.3,1,1.3,0.1,0.1,0.3,0.7,0.5,0.8
14,Thanasis Antetokounmpo,SF,28,MIL,55,2,9.7,1.2,2.4,0.504,0.1,0.5,0.259,1.1,1.9,0.566,0.53,0.5,0.9,0.51,1,1.3,2.2,0.8,0.4,0.2,0.8,1.3,3
15,Carmelo Anthony,PF,36,POR,67,3,24.6,4.8,11.3,0.425,1.9,4.7,0.413,2.9,6.6,0.434,0.511,2,2.2,0.887,0.5,2.6,3.1,1.5,0.7,0.5,0.9,2.1,13.6
16,Cole Anthony,PG,20,ORL,44,31,27.1,4.5,11.5,0.395,1.2,3.6,0.329,3.4,7.9,0.425,0.447,2.1,2.5,0.83,0.8,3.8,4.6,4.1,0.6,0.4,2.1,2.1,12.4
17,OG Anunoby,SF,23,TOR,43,43,33.3,5.8,12.1,0.48,2.4,6.1,0.398,3.4,6,0.562,0.58,1.9,2.4,0.784,1.3,4.3,5.5,2.2,1.5,0.7,1.7,2.7,15.9
18,Ryan Arcidiacono,PG,26,CHI,42,0,10,1,2.5,0.396,0.5,1.4,0.333,0.5,1.1,0.478,0.491,0.3,0.5,0.65,0.1,1.3,1.5,1.2,0.2,0,0.2,1,2.8
19,Trevor Ariza,SF,35,MIA,28,25,27.8,3.3,7.9,0.412,1.6,4.6,0.346,1.6,3.3,0.505,0.514,1.2,1.6,0.773,0.9,3.9,4.8,1.8,1,0.6,0.7,1.8,9.3
20,D.J. Augustin,PG,33,TOT,55,10,19.6,2.3,5.8,0.391,1.4,3.6,0.385,0.9,2.2,0.4,0.511,1.5,1.6,0.909,0.3,1.2,1.6,3.2,0.5,0,1.1,1,7.4
20,D.J. Augustin,PG,33,MIL,37,6,19.3,1.9,5.2,0.37,1.3,3.5,0.38,0.6,1.7,0.349,0.497,1,1.1,0.9,0.3,1.1,1.4,3,0.5,0,0.9,0.9,6.1
20,D.J. Augustin,PG,33,HOU,18,4,20.3,3,7.1,0.422,1.6,3.9,0.394,1.4,3.2,0.456,0.531,2.4,2.7,0.917,0.4,1.6,2,3.8,0.4,0,1.6,1.2,10
21,Deni Avdija,SF,20,WAS,54,32,23.3,2.4,5.8,0.417,1,3.1,0.315,1.4,2.7,0.535,0.502,0.5,0.8,0.644,0.4,4.4,4.9,1.2,0.6,0.3,0.6,2.6,6.3
22,Deandre Ayton,C,22,PHO,69,69,30.7,6.2,10,0.626,0.1,0.3,0.2,6.2,9.7,0.639,0.629,1.9,2.5,0.769,3.3,7.2,10.5,1.4,0.6,1.2,1.5,2.8,14.4
23,Udoka Azubuike,C,21,UTA,13,0,3.9,0.3,0.5,0.571,0,0,,0.3,0.5,0.571,0.571,0.3,0.5,0.667,0.3,0.7,1,0,0.1,0.3,0.2,0.6,0.9
24,Dwayne Bacon,SG,25,ORL,69,47,25.9,4.2,10.1,0.411,0.9,2.9,0.291,3.3,7.2,0.46,0.453,2,2.4,0.82,0.4,2.7,3.1,1.3,0.6,0.1,0.6,1.4,11.2
25,Marvin Bagley III,PF,21,SAC,43,42,25.9,5.7,11.4,0.504,0.9,2.5,0.343,4.9,8.9,0.55,0.542,1.8,3.1,0.575,2.5,4.9,7.4,1,0.5,0.5,1.4,2.3,14.1
26,LaMelo Ball,PG,19,CHO,48,28,28.8,5.8,13,0.442,1.8,5.1,0.355,4,7.9,0.499,0.512,2.4,3.2,0.755,1.2,4.7,6,6.2,1.6,0.4,3,2.8,15.8
27,Lonzo Ball,PG,23,NOP,55,55,31.8,5.3,12.7,0.414,3.1,8.3,0.378,2.1,4.5,0.482,0.537,0.9,1.2,0.781,0.6,4.2,4.8,5.7,1.5,0.6,2.2,1.9,14.6
28,Mo Bamba,C,22,ORL,44,4,15.5,3.1,6.4,0.48,0.8,2.5,0.324,2.3,3.9,0.578,0.543,1,1.4,0.677,1.7,4.1,5.8,0.7,0.3,1.3,0.8,1.9,7.9
29,Desmond Bane,SG,22,MEM,65,16,22.3,3.5,7.4,0.473,1.8,4,0.44,1.7,3.4,0.511,0.592,0.6,0.7,0.809,0.5,2.7,3.1,1.8,0.6,0.2,0.9,1.9,9.3
30,Harrison Barnes,PF,28,SAC,58,58,36.2,5.5,11.1,0.497,1.7,4.4,0.391,3.8,6.7,0.567,0.575,3.4,4.1,0.83,1.1,5.5,6.6,3.5,0.7,0.2,1.6,1.3,16.1
31,RJ Barrett,SG,20,NYK,69,69,34.9,6.5,14.8,0.44,1.7,4.3,0.393,4.8,10.5,0.459,0.497,2.9,3.8,0.743,1,4.8,5.8,3,0.8,0.3,1.9,2.6,17.5
32,Will Barton,SF,30,DEN,56,52,31,4.6,10.9,0.426,1.8,4.6,0.381,2.9,6.3,0.459,0.507,1.7,2.2,0.785,0.7,3.3,4,3.2,0.9,0.4,1.7,1.7,12.7
33,Keita Bates-Diop,SF,25,SAS,28,0,7.3,0.8,1.9,0.423,0.2,0.6,0.294,0.6,1.3,0.486,0.471,0.5,0.7,0.65,0.3,1.1,1.3,0.4,0.4,0.2,0.2,0.4,2.2
34,Nicolas Batum,SF,32,LAC,65,38,27.6,2.8,6.2,0.46,1.6,4.1,0.404,1.2,2.1,0.569,0.593,0.7,0.9,0.839,0.8,4,4.8,2.3,1,0.6,0.8,1.6,8.1
35,Aron Baynes,C,34,TOR,50,31,18.2,2.4,5.6,0.431,0.4,1.9,0.237,2,3.8,0.527,0.47,0.5,0.7,0.73,1.7,3.4,5.1,0.9,0.3,0.4,0.9,2.3,5.8
36,Kent Bazemore,SF,31,GSW,65,16,19.6,2.6,5.8,0.449,1.1,2.8,0.411,1.5,3.1,0.482,0.546,0.8,1.1,0.689,0.4,3,3.4,1.6,1,0.5,1.2,2.3,7.2
37,Darius Bazley,PF,20,OKC,54,54,31.2,5,12.5,0.402,1.5,5.2,0.294,3.5,7.3,0.478,0.463,2.3,3.3,0.702,0.9,6.3,7.3,1.8,0.5,0.5,2.2,1.1,13.9
38,Bradley Beal,SG,27,WAS,59,59,35.8,11.2,23,0.489,2.2,6.1,0.351,9.1,16.8,0.539,0.535,6.8,7.7,0.889,1.2,3.5,4.7,4.4,1.2,0.4,3.1,2.3,31.4
39,Malik Beasley,SG,24,MIN,37,36,32.8,7.1,16.2,0.44,3.5,8.7,0.399,3.7,7.5,0.487,0.547,1.8,2.2,0.85,0.8,3.6,4.4,2.4,0.8,0.2,1.6,1.7,19.6
40,Jordan Bell,C,26,WAS,5,1,13.4,1.4,4,0.35,0,0.4,0,1.4,3.6,0.389,0.35,0,0,,1.2,2.6,3.8,1,0.6,0.6,0.6,1,2.8
41,DeAndre' Bembry,SF,26,TOR,48,11,17.8,2.1,3.9,0.527,0.3,0.9,0.302,1.8,3,0.593,0.561,0.8,1.2,0.672,0.7,2.1,2.8,1.9,0.9,0.3,1.4,1.6,5.2
42,Dāvis Bertāns,PF,28,WAS,55,5,25.5,3.4,8.3,0.404,3,7.5,0.398,0.4,0.9,0.458,0.582,1.7,2,0.87,0.3,2.7,3,0.9,0.6,0.2,0.6,2.4,11.4
43,Patrick Beverley,PG,32,LAC,35,32,22.7,2.5,5.9,0.418,1.6,3.9,0.409,0.9,2,0.437,0.553,1,1.2,0.814,0.8,2.6,3.4,2.1,0.8,0.7,1,3,7.6
44,Saddiq Bey,SF,21,DET,68,51,27,3.9,9.6,0.409,2.5,6.4,0.389,1.5,3.2,0.45,0.538,1.7,2,0.853,0.6,3.9,4.5,1.3,0.7,0.2,0.8,1.6,12.1
45,Tyler Bey,SF,22,DAL,17,0,3.9,0.4,1.2,0.35,0.1,0.2,0.25,0.4,0.9,0.375,0.375,0.2,0.3,0.6,0.4,0.6,1,0.2,0,0.1,0.1,0.4,1.1
46,Khem Birch,C,28,TOT,64,19,22.3,2.7,5.3,0.5,0.2,0.6,0.268,2.5,4.7,0.532,0.516,1.3,1.9,0.705,2.6,3,5.7,1.3,0.7,0.8,0.6,1.7,6.8
46,Khem Birch,C,28,ORL,48,5,19.8,2,4.4,0.45,0.1,0.4,0.19,1.9,3.9,0.479,0.459,1.3,1.8,0.741,2.4,2.6,5.1,1.1,0.7,0.6,0.5,1.4,5.3
46,Khem Birch,C,28,TOR,16,14,29.5,4.8,8.2,0.58,0.4,1.3,0.35,4.3,6.9,0.622,0.607,1.4,2.3,0.622,3.1,4.3,7.4,1.8,0.8,1.3,1,2.5,11.4
47,Goga Bitadze,C,21,IND,42,2,11.8,1.8,4.2,0.432,0.4,1.7,0.239,1.4,2.5,0.562,0.48,0.9,1.2,0.776,1.3,1.9,3.2,0.8,0.2,1.3,0.4,2,4.9
48,Bismack Biyombo,C,28,CHO,63,35,20.9,2.1,3.7,0.582,0,0,0,2.1,3.7,0.584,0.582,0.7,1.6,0.447,2.1,3.3,5.4,1.3,0.3,1.2,1.1,2.2,5
49,Nemanja Bjelica,PF,32,TOT,35,1,15.3,2.2,5,0.446,0.6,2.1,0.27,1.7,2.9,0.574,0.503,1,1.3,0.723,0.7,2.6,3.3,1.7,0.3,0.1,0.9,1.8,6
49,Nemanja Bjelica,PF,32,SAC,26,1,16.9,2.7,5.8,0.46,0.7,2.2,0.293,2,3.5,0.565,0.517,1.2,1.6,0.762,0.9,2.9,3.8,1.9,0.3,0.1,1.1,1.8,7.2
49,Nemanja Bjelica,PF,32,MIA,9,0,10.9,1,2.8,0.36,0.3,1.8,0.188,0.7,1,0.667,0.42,0.2,0.6,0.4,0.1,1.8,1.9,1.1,0.3,0.2,0.3,1.8,2.6
50,Eric Bledsoe,SG,31,NOP,69,68,30.1,4.3,10.3,0.417,1.7,5.1,0.339,2.6,5.2,0.493,0.501,1.9,2.8,0.691,0.4,3,3.5,3.8,0.8,0.3,1.6,1.6,12.2
51,Keljin Blevins,SF,25,POR,17,0,4.4,0.3,1.2,0.25,0.1,0.5,0.25,0.2,0.7,0.25,0.3,0,0,,0.2,0.4,0.6,0.2,0.1,0,0.3,0.5,0.7
52,Bogdan Bogdanović,SG,28,ATL,43,26,29.7,6,12.9,0.467,3.3,7.6,0.436,2.7,5.3,0.511,0.595,0.8,0.9,0.897,0.5,3.2,3.7,3.3,1.1,0.3,1.2,2.3,16.1
53,Bojan Bogdanović,SF,31,UTA,70,70,30.8,5.6,12.8,0.44,2.5,6.4,0.39,3.1,6.3,0.49,0.538,3.2,3.6,0.875,0.6,3.3,3.9,1.8,0.6,0.1,1.8,1.6,16.9
54,Bol Bol,PF,21,DEN,30,2,4.9,0.8,1.7,0.462,0.3,0.8,0.391,0.5,1,0.517,0.548,0.3,0.5,0.643,0,0.7,0.7,0.2,0.1,0.3,0.4,0.5,2.2
55,Marques Bolden,C,22,CLE,6,0,4.8,0.2,0.5,0.333,0,0,,0.2,0.5,0.333,0.333,0.8,1.3,0.625,0.5,0.5,1,0,0.3,0.3,0.3,0,1.2
56,Jordan Bone,PG,23,ORL,14,0,14,1.6,3.9,0.426,0.7,2.3,0.313,0.9,1.6,0.591,0.519,0,0,,0.3,1.4,1.7,1.3,0.1,0,0.2,0.8,4
57,Isaac Bonga,SF,21,WAS,40,8,10.8,0.8,2,0.37,0.3,1.2,0.277,0.4,0.9,0.5,0.451,0.1,0.2,0.625,0.5,1.2,1.7,0.6,0.3,0.2,0.6,1.6,2
58,Devin Booker,SG,24,PHO,65,65,34,9.4,19.3,0.486,1.9,5.5,0.343,7.5,13.7,0.543,0.535,5,5.8,0.863,0.5,3.7,4.2,4.4,0.8,0.2,3.1,2.8,25.6
59,Chris Boucher,C,28,TOR,60,14,24.2,4.8,9.3,0.514,1.5,3.9,0.383,3.3,5.4,0.609,0.595,2.5,3.2,0.788,2,4.8,6.7,1.1,0.6,1.9,0.8,2.8,13.6
60,Brian Bowen,SF,22,IND,6,0,2.5,0.2,0.7,0.25,0,0.2,0,0.2,0.5,0.333,0.25,0.2,0.2,1,0,0.5,0.5,0,0,0,0,0.2,0.5
61,Avery Bradley,SG,30,TOT,27,6,22.3,2.4,6.3,0.374,1.2,3.7,0.327,1.1,2.6,0.443,0.471,0.4,0.6,0.8,0.3,1.8,2.1,1.7,0.8,0.1,1,2,6.4
61,Avery Bradley,SG,30,MIA,10,1,21.1,3.1,6.6,0.47,1.6,3.8,0.421,1.5,2.8,0.536,0.591,0.7,0.9,0.778,0.2,1.6,1.8,1.4,0.7,0.1,0.9,2.6,8.5
61,Avery Bradley,SG,30,HOU,17,5,23,1.9,6.2,0.314,1,3.7,0.27,0.9,2.5,0.381,0.395,0.3,0.4,0.833,0.4,1.9,2.3,1.9,0.8,0.1,1.1,1.7,5.2
62,Tony Bradley,C,23,TOT,40,8,16.3,3.2,4.7,0.667,0,0.1,0,3.2,4.7,0.677,0.667,0.9,1.3,0.679,2,3.7,5.7,0.8,0.4,0.7,0.8,1.5,7.2
62,Tony Bradley,C,23,PHI,20,8,14.4,2.6,3.8,0.68,0,0.1,0,2.6,3.7,0.689,0.68,0.4,0.6,0.636,2,3.3,5.2,0.9,0.3,0.7,0.3,1.4,5.5
62,Tony Bradley,C,23,OKC,20,0,18.3,3.8,5.7,0.658,0,0.1,0,3.8,5.6,0.67,0.658,1.5,2.1,0.69,2.1,4.1,6.2,0.8,0.5,0.8,1.3,1.5,9
63,Jarrell Brantley,PF,24,UTA,26,0,4.9,0.9,1.9,0.49,0.5,1,0.444,0.5,0.8,0.545,0.612,0.1,0.1,1,0.3,0.7,1,0.5,0.2,0.1,0.2,0.7,2.4
64,Ignas Brazdeikis,SF,22,TOT,10,0,15.7,1.9,4.8,0.396,0.5,1.1,0.455,1.4,3.7,0.378,0.448,0.9,1.2,0.75,0.8,1.9,2.7,1,0.3,0,0.8,1.7,5.2
64,Ignas Brazdeikis,SF,22,NYK,4,0,1.8,0,0.3,0,0,0,,0,0.3,0,0,0.5,0.5,1,0.3,0.3,0.5,0.3,0,0,0.3,0,0.5
64,Ignas Brazdeikis,SF,22,PHI,1,0,8,0,3,0,0,1,0,0,2,0,0,0,0,,0,2,2,0,0,0,0,0,0
64,Ignas Brazdeikis,SF,22,ORL,5,0,28.4,3.8,8.8,0.432,1,2,0.5,2.8,6.8,0.412,0.489,1.4,2,0.7,1.4,3.2,4.6,1.8,0.6,0,1.4,3.4,10
65,Mikal Bridges,SF,24,PHO,69,69,33,5,9.4,0.535,1.9,4.4,0.418,3.2,5,0.64,0.634,1.5,1.8,0.829,1.1,3.2,4.2,2.2,1,0.9,0.8,1.6,13.4
66,Miles Bridges,PF,22,CHO,64,18,29,4.6,9.1,0.506,1.7,4.2,0.405,2.9,4.9,0.592,0.599,1.5,1.7,0.862,1.2,4.8,6.1,2.2,0.7,0.8,1.6,2.1,12.4
67,Amida Brimah,C,26,IND,5,0,5.8,1,1.6,0.625,0,0,,1,1.6,0.625,0.625,0.6,0.6,1,0.4,1.2,1.6,0.2,0,1,0.8,0.8,2.6
68,Oshae Brissett,SF,22,IND,18,13,23.6,3.1,6.4,0.483,1.3,3.2,0.397,1.8,3.2,0.569,0.582,2.2,2.8,0.78,1.4,4,5.4,0.7,0.9,1.1,0.6,1.3,9.7
69,Malcolm Brogdon,PG,28,IND,56,56,34.5,7.9,17.5,0.453,2.6,6.7,0.388,5.3,10.8,0.493,0.527,2.7,3.2,0.864,1,4.2,5.3,5.9,0.9,0.3,2.1,2,21.2
70,Armoni Brooks,SG,22,HOU,18,5,25.1,3.7,9,0.407,2.8,7.3,0.386,0.8,1.7,0.5,0.565,0.4,0.7,0.583,0.6,2.8,3.4,1.5,0.6,0.3,1.2,1.6,10.6
71,Dillon Brooks,SF,25,MEM,65,65,29.7,6.4,15.2,0.418,1.9,5.6,0.343,4.4,9.7,0.46,0.48,2.4,2.9,0.823,0.8,2.1,2.9,2.3,1.2,0.4,1.8,3.5,17
72,Bruce Brown,PG,24,BRK,63,35,22.2,3.5,6.4,0.551,0.3,0.9,0.293,3.3,5.5,0.594,0.572,1.3,1.8,0.739,1.7,3.6,5.3,1.5,0.9,0.4,0.8,2.3,8.7
73,Charlie Brown,SG,23,OKC,7,1,14.1,1.4,4.4,0.323,0.7,2.3,0.313,0.7,2.1,0.333,0.403,0.3,0.3,1,0.1,1.3,1.4,1,0.6,0.1,0.7,1.7,3.9
74,Jaylen Brown,SG,24,BOS,58,58,34.5,9.3,19.2,0.484,2.8,7.1,0.397,6.5,12.1,0.536,0.558,3.3,4.3,0.764,1.2,4.8,6,3.4,1.2,0.6,2.7,2.9,24.7
75,Moses Brown,C,21,OKC,41,30,21,3.2,6,0.539,0,0,,3.2,6,0.539,0.539,1.9,3,0.621,3.5,5.2,8.7,0.2,0.7,1,1,2.1,8.3
76,Sterling Brown,SG,25,HOU,51,14,24.1,2.9,6.6,0.448,1.8,4.2,0.423,1.2,2.4,0.492,0.584,0.5,0.6,0.806,0.7,3.6,4.4,1.4,0.7,0.2,0.8,1.9,8.2
77,Troy Brown Jr.,SF,21,TOT,34,0,15.4,1.8,4.2,0.431,0.6,2.1,0.314,1.2,2.2,0.541,0.507,0.4,0.6,0.714,0.6,2.5,3.1,0.9,0.3,0.2,0.6,1.4,4.7
77,Troy Brown Jr.,SF,21,WAS,21,0,13.7,1.6,4.2,0.371,0.7,2.2,0.304,0.9,2,0.442,0.449,0.5,0.7,0.667,0.5,2.4,2.9,0.9,0.1,0.2,0.8,1.4,4.3
77,Troy Brown Jr.,SF,21,CHI,13,0,18.2,2.2,4.2,0.527,0.6,1.8,0.333,1.6,2.4,0.677,0.6,0.4,0.5,0.833,0.7,2.7,3.4,0.8,0.5,0.2,0.4,1.5,5.5
78,Jalen Brunson,PG,24,DAL,66,12,24.9,4.8,9.2,0.52,1.2,2.9,0.396,3.6,6.2,0.578,0.583,1.8,2.3,0.793,0.4,3,3.4,3.5,0.5,0,1.2,1.6,12.5
79,Thomas Bryant,C,23,WAS,10,10,27.1,5.9,9.1,0.648,0.9,2.1,0.429,5,7,0.714,0.698,1.6,2.4,0.667,1.8,4.3,6.1,1.5,0.4,0.8,1.1,3.1,14.3
80,Reggie Bullock,SF,29,NYK,62,61,29.6,3.8,8.6,0.439,2.5,6,0.406,1.3,2.5,0.516,0.582,0.8,0.9,0.909,0.2,3.1,3.4,1.5,0.8,0.2,0.7,2.3,10.8
81,Trey Burke,PG,28,DAL,60,1,14.8,2.5,5.7,0.429,1,2.7,0.358,1.5,3.1,0.489,0.512,0.9,1,0.895,0.2,0.7,0.9,1.3,0.6,0.1,0.5,1.1,6.7
82,Alec Burks,SG,29,NYK,46,5,25.3,4.1,10,0.41,2,4.8,0.405,2.1,5.1,0.415,0.509,2.1,2.5,0.85,0.4,4,4.4,2.2,0.7,0.3,1,2,12.2
83,Jimmy Butler,SF,31,MIA,51,51,33.6,7.1,14.2,0.496,0.4,1.9,0.214,6.6,12.3,0.54,0.51,6.9,8.1,0.861,1.8,5.1,6.9,7.2,2.1,0.4,2.1,1.4,21.5
84,Bruno Caboclo,PF,25,HOU,6,0,6,1.3,2.8,0.471,0,0.8,0,1.3,2,0.667,0.471,0.2,0.3,0.5,0.5,1.8,2.3,0.2,0,0.3,0.7,1,2.8
85,Devontae Cacok,PF,24,LAL,20,1,4.9,0.9,1.5,0.586,0,0,,0.9,1.5,0.586,0.586,0.3,0.6,0.455,0.6,1,1.6,0.1,0.3,0.2,0.3,0.4,2
86,Kentavious Caldwell-Pope,SG,27,LAL,65,65,28.4,3.2,7.5,0.427,1.8,4.3,0.409,1.4,3.2,0.45,0.544,1.5,1.7,0.866,0.4,2.3,2.7,1.8,0.9,0.4,1,1.7,9.7
87,Facundo Campazzo,PG,29,DEN,63,17,21.9,1.9,4.8,0.388,1.2,3.3,0.36,0.7,1.5,0.452,0.513,1.2,1.4,0.874,0.3,1.7,2,3.5,1.2,0.2,1.1,2.1,6.2
88,Vlatko Čančar,PF,23,DEN,38,0,5.6,0.6,1.3,0.412,0.2,0.7,0.231,0.4,0.7,0.6,0.471,0.2,0.3,0.8,0.2,0.8,1.1,0.3,0.2,0.1,0.3,0.4,1.5
89,Devin Cannady,PG,24,ORL,8,0,9.3,1.4,3.5,0.393,0.8,2,0.375,0.6,1.5,0.417,0.5,0.8,0.9,0.857,0,0.6,0.6,0.1,0.6,0.1,0.3,1.1,4.3
90,Clint Capela,C,26,ATL,62,62,30.2,6.6,11,0.596,0,0,,6.6,11,0.596,0.596,2,3.6,0.57,4.7,9.6,14.3,0.8,0.7,2.1,1.2,2.3,15.2
91,Vernon Carey Jr.,C,19,CHO,18,4,6.2,1,1.9,0.514,0.1,0.4,0.143,0.9,1.6,0.607,0.529,0.4,0.5,0.889,0.3,1.1,1.4,0.1,0.1,0.2,0.3,0.7,2.5
92,Jevon Carter,PG,25,PHO,57,0,11.4,1.4,3.4,0.423,0.9,2.4,0.381,0.5,1,0.527,0.559,0.1,0.1,0.5,0.2,1.2,1.4,1.1,0.5,0.2,0.2,1,3.9
93,Wendell Carter Jr.,C,21,TOT,52,42,25.5,4.3,8.5,0.511,0.3,0.9,0.306,4.1,7.6,0.537,0.528,2.4,3.3,0.734,2.3,5.8,8.2,2,0.7,0.8,1.5,2.7,11.4
93,Wendell Carter Jr.,C,21,CHI,32,25,24.8,4,7.9,0.512,0.3,0.7,0.364,3.8,7.2,0.526,0.528,2.6,3.5,0.739,2.2,5.6,7.8,2.2,0.6,0.8,1.5,3,10.9
93,Wendell Carter Jr.,C,21,ORL,20,17,26.8,4.9,9.5,0.511,0.4,1.4,0.259,4.5,8.2,0.552,0.529,2.3,3.1,0.726,2.6,6.1,8.7,1.7,0.8,0.8,1.4,2.3,12.3
94,Michael Carter-Williams,SG,29,ORL,31,25,25.8,3.4,8.7,0.389,0.5,2,0.246,2.9,6.7,0.431,0.417,1.6,2.6,0.613,1.3,3.2,4.5,4.2,0.8,0.5,2.2,2.6,8.8
95,Alex Caruso,PG,26,LAL,57,6,21,2.3,5.2,0.434,0.9,2.3,0.406,1.3,2.9,0.457,0.525,0.9,1.3,0.645,0.5,2.4,2.9,2.7,1.1,0.2,1.3,1.9,6.3
96,Willie Cauley-Stein,C,27,DAL,51,16,17.3,2.3,3.5,0.635,0,0.2,0.091,2.2,3.3,0.671,0.638,1,1.5,0.628,1.3,3.3,4.5,0.7,0.4,0.8,0.5,2.4,5.5
97,Chris Chiozza,PG,25,BRK,22,1,10.5,1.4,4,0.352,0.6,1.9,0.31,0.8,2.1,0.391,0.426,0.6,0.8,0.765,0.1,1,1.1,3,0.3,0.3,0.7,0.9,4
98,Marquese Chriss,PF,23,GSW,2,0,13.5,2.5,7,0.357,0.5,2.5,0.2,2,4.5,0.444,0.393,1,2,0.5,1.5,5,6.5,1,0,1,1,1.5,6.5
99,Gary Clark,SF,26,TOT,37,11,17.3,1.1,3.5,0.305,0.8,2.9,0.287,0.2,0.6,0.391,0.424,0.2,0.3,0.8,0.9,2.2,3.1,0.8,0.3,0.2,0.5,0.9,3.2
99,Gary Clark,SF,26,ORL,35,11,18.2,1.1,3.7,0.305,0.9,3.1,0.287,0.3,0.7,0.391,0.424,0.2,0.3,0.8,0.9,2.3,3.2,0.9,0.3,0.2,0.5,1,3.4
99,Gary Clark,SF,26,DEN,2,0,2,0,0,,0,0,,0,0,,,0,0,,0,0.5,0.5,0,0,0,0,0,0
100,Brandon Clarke,PF,24,MEM,57,16,24.2,4.4,8.5,0.517,0.4,1.3,0.267,4,7.2,0.562,0.537,1.3,1.9,0.685,1.6,4,5.6,1.6,1,0.9,0.6,1.4,10.5
